Country,Date,life_exp,access_to_electricity,trade_in_services,foreign_investm,perc_overweigth,child_immunization,gdp_per_cap,net_primary_income,rural_population,primary_school_completion,armed_forces,measels_immunitization
Maldives,2020,79.875,100.0,60.5717549609069,0.0,25.083496745266416,99.0,7282.35848902548,-305792475.278423,59.331,93.50303007313914,5000.0,99.0
Middle East & North Africa,2020,72.9497683319316,93.827542475456,15.5173932665189,0.905797024016872,61.94946825533543,92.8466360128996,6491.49912763085,257577540.1036148,34.4399546881538,93.7257385253906,3760504.45116012,87.2989783760656
Mexico,2020,70.133,97.7241287231445,6.23343598347751,0.51152302539094,67.91845339383622,28.0,8655.00068206803,-35693301653.2003,19.269,102.662628173828,365282.2729732413,92.0
Marshall Islands,2020,64.977,100.0,29.3916969197522,0.0,85.78676768495257,91.0,5567.97272706332,52262000.0,22.206,71.698112487793,27841.503572572023,89.0
Middle income,2020,71.7065381190277,89.6208079745129,6.58498937103127,0.723300287996953,33.69853243949103,86.9155269393315,5206.16829542532,10177464.387464285,46.7987011567325,93.0609817504883,19961281.500447214,85.7630801798142
North Macedonia,2020,74.3951219512195,100.0,22.9047790278804,-1.33634993592595,67.88590875941964,93.0,5965.45023195365,-468789360.318621,41.518,94.8300704956055,12861.904761904734,63.0
Mali,2020,58.633,16.4873046875,14.031185811542,0.00661305942065091,20.09556221808066,78.0,822.906143972366,-738774744.3475,56.091,61.170743696992304,16350.675310046296,62.0
Malta,2020,82.3487804878049,100.0,231.64742562254,-45.102842667588,76.01323771709508,140.2571428571432,28977.5655673636,-1296817818.38949,5.256,109.022369384766,2158.8847942043685,95.0
Myanmar,2020,66.797,60.1599159240723,9.3214267906447,0.0,20.226926505145343,87.0,1477.45287032594,-2523960000.0084,68.859,99.82195682089832,598720.6082759984,91.0
Middle East & North Africa (excluding high income),2020,72.1726969965726,93.4956532334706,11.0740208128147,0.112696279767895,59.64671561197838,92.6511173012465,3093.87847282169,-1185460.11363172,38.1076793308437,92.8987503051758,3112982.71305673,86.0831515110818
Montenegro,2020,75.9317073170732,100.0,28.3563089551809,-0.100250743673366,71.02402830672827,67.0,7677.15222569996,75905641.025641,32.512,103.783653259277,10959.208791208803,24.0
Mongolia,2020,72.141,94.5951919555664,20.7322068283086,0.195051838681952,56.25197039678028,99.0,4041.17419587656,-1259963965.28363,31.343,107.745254516602,13274.517122947378,97.0
Northern Mariana Islands,2020,54.631,100.0,0.6497795562809188,0.0,24.069861977689243,54.64913702293188,23345.74113645777,667160804.2327118,8.202,89.11364973886737,31969.670130644692,24.857791102828287
Mozambique,2020,61.172,4.46869087219238,25.1537138738826,1.09332252174159,19.066415471463756,91.0,449.95520984244,-286910999.784064,62.926,58.1840209960938,418.88880299497396,81.0
Mauritania,2020,64.532,0.981695294380188,11.7662946251538,0.0716978384171959,26.975196499473327,82.0,1868.4665735741,-105730696.008518,44.673,75.20892972550791,22979.012048458855,70.0
Mauritius,2020,74.1770731707317,99.8357620239258,22.866346546647,0.141106801912701,25.75525484158493,96.0,9007.41910231356,220144407.818659,59.24,96.37744140625,2939.743589743608,89.0
Malawi,2020,63.717,6.6118803024292,8.42275747178147,-1.26335754554403,15.348920941036624,87.0,628.699481965162,-181551620.187385,82.573,84.41507713674127,9954.94804033087,90.0
Malaysia,2020,75.938,100.0,16.4629458891323,0.977059296333944,42.32154066391172,99.0,10160.7832470071,-6784822171.99952,22.84,104.639671325684,137597.3915252178,95.0
North America,2020,77.4638723897602,100.0,6.16768769400408,1.40003800745854,76.44492853491715,95.1728114955568,61451.9761542648,-269717185.773339,17.4464142570026,100.651702880859,1303871.3070755675,90.9105714055181
Namibia,2020,62.829,36.288028717041,13.5279464122357,0.485693986392406,26.44096642627551,99.0,4251.17276622988,-43883359.0340428,47.967,97.7717208862305,18112.315270936,90.0
New Caledonia,2020,80.8349512195122,100.0,18.72919860580393,0.906511401723203,5.982008481214393,75.78629032258073,34800.7595147977,-8598809.739293098,28.482,63.806773690303544,1521.0837438423187,51.78145161290308
Niger,2020,61.451,13.4411478042603,9.4468356633341,0.109079124349238,14.79968668125224,94.0,564.822001755189,454053393.1053734,83.374,51.1945381164551,12351.233006813854,79.0
Nigeria,2020,52.887,24.5769081115723,5.51262978939383,0.340892194444,21.764659806066447,75.0,2074.61392802438,-15769242327.5685,48.042,64.02326283126877,213558.79338715225,59.0
Nicaragua,2020,71.795,72.9369049072266,12.40648016601,0.313816576945054,57.45261053939453,93.0,1863.10925664373,-826200401.256766,40.988,99.39259258637048,4434.11337257456,97.0
Netherlands,2020,81.3585365853659,100.0,38.856854233787,-35.0183580276114,69.23503767928037,79.51189800934549,52162.5701150406,-29737075696.4981,7.764,102.77146320552623,26121.091859836597,94.0
Norway,2020,83.209756097561,100.0,20.3314190837235,-3.10012283363715,68.87081543905128,79.51189800934549,67329.6777910967,14503442782.5471,17.026,99.257682800293,19616.343055294594,97.0
Nepal,2020,69.246,88.786018371582,5.91816826809375,0.0,19.16453015692946,92.0,1139.19027666733,396362221.114082,79.424,114.7110913689985,171989.0817660764,87.0
Nauru,2020,63.437,100.0,70.5444966220548,0.0,90.60791940145327,99.0,9307.88676841439,62675961.925191,0.0,122.73542586720441,0.0,98.0
New Zealand,2020,82.2560975609756,100.0,10.9549220852799,0.340979096778519,74.28832347459684,79.60706860706853,41596.5055023403,-3641237091.11747,13.301,93.0492335728257,8138.963158882834,91.0
OECD members,2020,78.8984624927635,99.7864675067024,13.3966688613249,0.921752436671765,65.44251444218548,79.60706860706853,38326.8576017416,-198970363.155698,18.9749559049294,99.3307800292969,5686200.847168997,92.7706268095229
Oman,2020,74.757,100.0,13.7187855498645,-0.917526641180897,65.6097993139399,99.0,16707.6230063214,-5232769830.94928,13.724,99.2017364501953,51644.45229760022,99.0
Other small states,2020,68.2555246736632,57.2642954647393,48.1295633208948,-11.5123155054043,41.56320022766522,89.1300914044975,11683.1860582817,-178785286.569718,37.1002814115232,85.6927185058594,155516.27664386854,79.1655366811794
Pakistan,2020,66.269,60.8175239562988,4.45268679726546,-0.0149787468172602,25.770715501175005,91.0,1322.31503608163,-5459000000.0,62.835,71.07056322322956,1059076.520413909,83.0
Panama,2020,76.657,90.2484359741211,21.1266565527725,-4.69587623393297,59.7432325851496,99.0,12569.1715435651,-1711900000.0,31.586,86.9460678100586,19300.71542583499,80.0
Peru,2020,73.665,96.8290710449219,5.00848767511838,0.808630943033722,57.60232288037173,87.0,6056.34390291445,-5356948696.67229,21.703,106.2451491185002,189692.1823061034,77.0
Philippines,2020,72.119,95.5878677368164,13.760298051351,0.984663519717889,27.001129027901584,64.0,3224.42255131214,27414642079.3782,52.592,102.814605712891,173462.90653885668,72.0
Palau,2020,61.641,100.0,46.0317586343787,-0.3245773047413252,87.90200415957634,82.571779704508,14016.2474961051,4700000.0,19.012,105.3629495938165,93238.68538171845,93.0
Papua New Guinea,2020,65.787,56.8271636962891,7.50728428805706,4.17958631076651,49.13964292466835,52.0,2446.06630562295,-270293092.485549,86.655,76.79071322587015,2824.221420432965,47.0
Poland,2020,76.5,100.0,17.8523888381261,0.83526679106393,67.94651162790706,91.0,15816.989398397,-22768674513.4241,39.957,96.90319224676023,121619.37195613608,80.0
Pre-demographic dividend,2020,60.2495318388733,28.6553024083965,8.02339987221184,0.152259135757626,21.751828649905406,81.676293879968,1337.46415333973,12527971805.638672,57.5208261424053,69.7047119140625,2202930.326834731,69.0437142492553
Puerto Rico,2020,78.041,100.0,9.954981030856988,0.0138028048062742,5.866018356854511,33.79100801821187,31393.9073690446,-32511600000.0,6.419,45.456428527832,1280819.4057550356,19.027543496801172
"Korea, Dem. People's Rep.",2020,73.274,67.1847152709961,9.954981030856988,0.0138028048062742,34.97897523161282,99.0,2432.41421904928,-699400000.0,37.619,45.456428527832,1493505.648750428,99.0
Portugal,2020,80.9756097560976,100.0,17.9577620217325,-0.760598768830386,66.67664154714635,92.93277310924361,22242.406417972,-3564369159.07861,33.69,105.450248718262,72612.61393027124,99.0
Paraguay,2020,73.182,100.0,7.44058586266821,-0.0419660016732564,56.86185884450197,84.0,5353.34806456279,-1157590679.62716,37.817,105.38688208156555,29994.019392386603,80.0
West Bank and Gaza,2020,74.403,100.0,14.4050196504083,-0.380533526321657,20.088671906652735,99.0,3233.56863835858,2492700000.0,23.281,101.64119720459,11200.0,99.0
Pacific island small states,2020,69.3649211004034,83.1012491118382,22.2364455586282,0.238922335351586,63.2712295714407,89.3570017524295,3707.31058055127,-2168586371.100128,60.9051764070626,96.3545303344727,186666.66666666698,84.4540393065051
Post-demographic dividend,2020,80.0045482726373,100.0,13.3704171661624,1.34176828177305,64.97067710867441,77.9985908781432,44474.5497503182,-2168586371.100128,18.3373771398515,99.1154327392578,4512903.000607401,92.9130793964252
French Polynesia,2020,82.217,100.0,22.88474888004987,-0.0424807324065249,36.773836040428705,77.9985908781432,18910.3801296387,-2168586371.100128,38.025,97.509651184082,7975713.855760843,62.51941504829665
Qatar,2020,79.099,100.0,37.4812594717953,1.89039490501734,73.99301515274283,98.0,52315.6600783116,-3044505494.50549,0.765000000000001,95.9662399291992,17503.432319908054,90.0
Romania,2020,74.2536585365854,100.0,17.3171757716429,0.0790209966683979,67.14286794695181,97.0,13047.4320617591,-3889967554.19416,45.806,85.2918701171875,132981.17027973197,87.0
Russian Federation,2020,71.3387804878049,100.0,7.56756806182706,0.392584078448576,59.59957593928084,95.0,10169.0869140625,-35004710000.2912,25.246,101.71054711399313,1335462.6984126978,97.0
Rwanda,2020,66.774,38.1973075866699,10.2237227429546,0.0,15.34575804229803,89.0,774.689259444614,-236722366.046913,82.568,73.61809416806796,45145.647155623534,94.0
South Asia,2020,69.7483309161325,93.6102900817969,10.2715495852399,0.319306091493553,18.452733164180017,87.5743994032104,1852.30008753936,-2619999.52336694,65.1067942113801,92.2326583862305,5400457.875142187,87.8096179457701
Saudi Arabia,2020,76.239,100.0,9.27650178457995,0.698201191347145,73.45316154822672,95.0,19539.5658107346,13827625444.1116,15.713,99.3273086547852,283947.35452949256,96.0
Sudan,2020,65.614,41.1637344360352,10.8326120955277,0.0,34.5544823488101,92.0,608.33251953125,-1473207009.81716,64.747,62.54346996680238,204101.6204603128,86.0
Senegal,2020,68.006,47.3575325012207,13.87075722706733,0.404955519470949,20.03566431677598,95.0,1490.20313694645,-592330077.520996,51.878,60.5410499572754,19670.859736502083,88.0
Singapore,2020,84.4658536585366,100.0,123.34100213144,11.1187377437096,37.41102017664696,98.0,60729.4503486794,-46229977531.3474,0.0,101.401397705078,155343.59421762312,95.0
Solomon Islands,2020,70.199,72.0463104248047,13.1729957036778,0.216556522064523,51.10656348756174,82.0,2222.4656361989,35905069.7640441,75.33,91.65166370239217,62556.65315678436,81.0
Sierra Leone,2020,59.763,4.77403879165649,5.36528702867646,0.0,19.53506198849368,72.0,493.478777501977,-78036728.049649,57.077,87.1900863647461,11291.564974434266,87.0
El Salvador,2020,71.061,100.0,14.76823565624,0.37605446567907,60.552151365367536,79.0,3903.39583878605,-1315000000.0,26.556,112.9414118300283,31804.111495179473,71.0
San Marino,2020,54.048,100.0,83.3538123211564,0.0750640726469154,21.714788104691706,49.8976041919891,45320.2087156066,-149701259.259259,2.501,90.243896484375,45547.268390188925,90.0
Somalia,2020,55.967,32.2634696960449,142.9967018874063,0.0750640726469154,20.650498338870534,37.0,416.217774718244,-38032905.7333116,53.859,0.0,2512.539402205497,46.0
Serbia,2020,74.4780487804878,100.0,24.1907704766676,0.218336340385865,66.64163898117363,98.0,7733.80286920471,-1623635324.7715,43.554,97.9385604858398,0.0,78.0
Sub-Saharan Africa (excluding high income),2020,60.8474896190048,28.5168232528566,8.51154952775368,-0.0298251774996744,20.76395440716044,80.49589173315,1492.13401817781,3303513702.7197266,58.7069737411144,71.2267532348633,1971887.075709097,69.5261597564398
South Sudan,2020,55.48,5.56384754180908,8.222302137667597,-0.00858490668902185,5.581485632431281,52.0,939.117223570167,3481430764.1330566,79.801,47.2152214050293,189000.0,49.0
Sub-Saharan Africa,2020,60.8488912524737,28.5214355819421,8.58272740899611,-0.0334689457305503,20.765273046880793,80.4967407566473,1493.10069058974,-35066260863.38257,58.7055837491151,71.2284469604492,1972521.5437455773,69.5274203379059
Small states,2020,69.0825395622917,67.9970455337639,43.7855320204196,-9.35091520957477,43.95235931552952,89.5845139925768,10702.9616881658,-35066260863.38257,40.5252536606885,87.4771194458008,177432.49900578242,80.4804254766851
Sao Tome and Principe,2020,67.785,71.077507019043,16.6708292729575,0.180604235870032,28.87525592199438,94.0,2161.31019577016,4985639.16906698,25.646,80.31570316995354,1000.0,86.0
Suriname,2020,72.561,96.6882781982422,22.845286626293,0.023732898239369,57.01171704075841,83.91707317073167,4796.53331389928,-465745183.26891,33.851,90.3247680664063,1593.1892524654613,45.0
Slovak Republic,2020,76.8658536585366,100.0,18.355270417695,1.52290666076197,66.82684277341104,97.51403508771932,19545.7428171932,-2627751407.3273926,46.24,98.3408737182617,6214.150997150689,96.0
Slovenia,2020,80.5317073170732,100.0,25.2550928536843,1.53957742903159,64.97053723361137,96.82417582417582,25545.2410027136,-360088745.307394,44.882,103.880088806152,9884.523809523846,94.0
Sweden,2020,82.3560975609756,100.0,25.3903033324495,4.13734610019513,67.36748507684433,26.0,52837.9039778149,19047786502.9985,12.023,104.653587341309,10670.127364689484,97.0
Eswatini,2020,59.692,75.7561950683594,6.43305635691311,-0.3090983205975,23.142649164033173,97.0,3372.89560064925,-391955009.926959,75.829,87.93774087651468,1909.0909090909117,76.0
Sint Maarten (Dutch part),2020,74.584,100.0,73.13157608887195,0.8015033077351745,7.060735218647892,75.61463414634159,31384.629813786945,-21979185.2886405,0.0,216.367919921875,4045.454545454544,59.892682926829366
Seychelles,2020,77.2365853658537,100.0,100.463162134965,-4.32292041012307,29.426829268292636,99.0,12808.9874683728,-67470581.557063,42.454,102.679740905762,426.3343454026399,97.0
Syrian Arab Republic,2020,72.14,75.6099243164063,1.239361876026237,3.022442661029217,59.29880884855356,74.0,533.3852317094,-462158123.133318,44.525,114.41913021765527,262400.38541816175,59.0
Turks and Caicos Islands,2020,75.001,100.0,71.82450566059197,-3.4244066322823983,27.07252248602208,66.25727250627983,20882.2612702141,-29900000.0,6.395,98.0798339543012,564270.2918797135,47.467709261810114
Chad,2020,52.777,1.99430644512177,40.25573674036764,31.960100244993555,16.394846446803342,60.0,643.772221286329,-767170799.671986,76.48,40.41556616273556,37830.03439764134,47.0
East Asia & Pacific (IDA & IBRD countries),2020,75.9688903275997,96.5077376502738,4.99765094091349,1.0725083279264,31.486534450255704,92.5913996565395,8354.06518215147,3755714.33546066,42.5652821138275,97.3513488769531,5663172.905567031,91.2388316293734
Europe & Central Asia (IDA & IBRD countries),2020,72.7012067160895,100.0,11.7941862730974,0.472960896053561,61.71230099879631,95.602807655762,8423.19600153735,3755714.33546066,33.3351585487913,99.7539596557617,2901527.928571433,93.222575684699
Togo,2020,61.035,23.9578838348389,12.5678301675872,-1.48209056249778,19.86289603759826,96.0,897.194575433309,16659152.5853652,57.2,88.359260559082,10477.65734227121,69.0
Thailand,2020,79.274,100.0,15.3024018254273,3.7215795440603,27.27186343624237,99.0,6990.93550262041,-11474098620.4891,48.57,95.0630798339844,498199.4076266419,96.0
Tajikistan,2020,67.994,100.0,6.7432319761151,0.864703596332615,44.242938173567836,98.0,852.333670212118,1382013001.48229,72.494,102.58800193795764,18907.142857142957,98.0
Turkmenistan,2020,68.687,100.0,30.518670057660074,0.0,52.467568808578335,98.0,6823.980425645073,-2801321002.081024,47.484,80.16230584189145,36321.42857142864,98.0
Latin America & the Caribbean (IDA & IBRD countries),2020,72.927954848926,93.3899431949334,6.74682055110851,0.257626892149541,62.39625116215848,67.9722170230567,7081.44704554668,3049935396.34317,18.8395508724852,99.3955307006836,2842150.935649529,82.7895903047175
Timor-Leste,2020,68.475,94.3554382324219,16.4379906977152,32.1474204604257,18.06205872025498,88.0,1660.30833959898,228361968.06185,68.68,101.289863586426,1961.2210669077758,79.0
Middle East & North Africa (IDA & IBRD countries),2020,72.1463761984205,93.4485842959904,11.0216537364294,0.118952438734488,59.64671561197838,92.545210558556,3092.20555999448,1172877930.2673526,38.2826555709928,92.7463836669922,3085600.8398582013,85.8698586695888
Tonga,2020,70.928,100.0,37.6067198132788,0.125959129320094,78.31994705993588,99.0,4606.06455169288,41327994.4591143,76.901,108.446083068848,3042784.647491469,99.0
South Asia (IDA & IBRD),2020,69.7483309161325,93.6102900817969,10.2715495852399,0.319306091493553,18.452733164180017,87.5743994032104,1852.30008753936,-6425289.357213378,65.1067942113801,92.2326583862305,5400457.875142187,87.8096179457701
Sub-Saharan Africa (IDA & IBRD countries),2020,60.8488912524737,28.5214355819421,8.58272740899611,-0.0334689457305503,20.765273046880793,80.4967407566473,1493.10069058974,-6425289.357213378,58.7055837491151,71.2284469604492,1972521.5437455773,69.5274203379059
Trinidad and Tobago,2020,74.406,100.0,10.4587000591921,0.465401067755909,38.30217702509253,32.257066987672715,13871.7982194664,-1055585526.37638,46.786,87.58641282278779,4477.299565990434,91.0
Tunisia,2020,75.292,100.0,10.3832909826646,0.101979733050105,60.22176754990119,92.0,3497.68141046011,-1396707438.4867,30.432,106.467338562012,51107.28981457965,98.0
Turkiye,2020,75.85,100.0,8.62528349457206,0.450652215999177,68.37523161278136,96.0,8561.07094781987,-9392007818.96527,23.895,93.5774917602539,524689.2701350618,95.0
Tuvalu,2020,64.382,99.1363220214844,48.1729713180517,0.0,84.99234259784475,99.0,4973.77456126816,18660037.1619297,35.986,89.3700790405273,914509.8684719112,93.0
Tanzania,2020,66.408,21.9528465270996,5.56934106964794,0.0,19.645982227264085,87.0,1042.0966796875,-852265016.7522278,64.773,68.7386093139648,23933.76911297487,84.0
Uganda,2020,62.851,32.8316078186035,11.1705828482637,0.000872462344060383,14.034338114145271,91.0,846.767201292225,-4207616631.24992,75.046,62.715526754244934,46996.07798322395,89.0
Ukraine,2020,71.1851219512195,100.0,17.0657418973734,0.231135833839015,63.75158144936927,93.0,3751.74072265625,3422312899.93508,30.392,100.85451221306897,185630.75396825373,85.0
Upper middle income,2020,75.8387622063524,99.014564080377,5.69567097677556,0.853093871271644,43.11774838487531,88.8063090105052,9157.82001579761,-606519430.2447662,32.3985578683864,95.8751068115234,9072378.391823392,92.4256423701595
Uruguay,2020,78.43,100.0,13.3900322860876,-0.918648373615361,67.94076384949904,99.0,15619.5426555695,-2905705257.8885,4.485,102.650947570801,23665.383139441896,95.0
United States,2020,76.9804878048781,100.0,5.66451648676891,1.29055502261938,76.79271533911333,87.20508872862808,63530.633483909,196970000000.0,17.336,100.923667907715,1240994.7905268893,91.0
Uzbekistan,2020,70.331,100.0,8.83895332237297,0.0188829355825556,48.33753612619182,99.0,1749.65581532206,-191603550.715357,49.584,105.997978210449,80942.06349206343,99.0
St. Vincent and the Grenadines,2020,72.126,100.0,25.0463490333262,0.204480099667852,51.071517705210226,99.0,8335.25647560551,-4646074.07407407,46.968,115.630661010742,47419.51286261622,99.0
"Venezuela, RB",2020,71.095,100.0,4.352502717633456,0.0,67.43311455041476,82.0,11278.674076831434,-5449454535.300201,11.721,100.89622440857443,254063.74534317665,76.0
British Virgin Islands,2020,75.849,100.0,5.84071642117046,0.0,33.25919023309848,79.87380817329768,1371.09457785804,-688000000.0,51.485,98.1233215332031,0.0,41.5927396483271
Virgin Islands (U.S.),2020,79.819512195122,100.0,5.84071642117046,0.0,33.25919023309848,79.87380817329768,39552.1685953523,-688000000.0,4.06100000000001,119.8833409820752,0.0,41.5927396483271
Vietnam,2020,75.378,100.0,7.35309920312252,0.109631486529861,14.38023660967508,95.0,3586.34730171843,-14817403169.1836,62.66,108.88025914123,365004.0474290289,97.0
Vanuatu,2020,70.299,57.6503639221191,30.2496211543787,0.204810598432678,54.42009561623877,77.0,2877.52017323582,88326998.6132779,74.475,94.1813430786133,1104763.47052788,78.0
World,2020,72.2438502144183,82.5443798777831,11.7769653204528,0.965374556965613,39.26776598330764,85.7872235541254,10883.0760474916,-43625799.80398083,43.9362359379044,90.4092102050781,28889348.823072076,83.7003298222278
Samoa,2020,72.768,100.0,19.4621009505542,0.176669600620063,76.98166004915856,99.0,4042.75122353237,-30531729.5574172,82.111,111.355857849121,24092276.179191828,66.0
Kosovo,2020,76.567,99.6661031583016,23.7841285606683,0.887630621589361,48.40119655349372,95.12014153364126,4310.81118337317,186877492.877493,79.168,78.91915129532435,24092276.179191828,91.92776735459665
"Yemen, Rep.",2020,64.65,61.9411163330078,0.0,0.708408740205598,44.980498608972766,71.0,1414.5130276944255,-1623987541.0201416,62.092,76.10062532908887,84419.41336926166,68.0
South Africa,2020,65.252,75.2648544311523,5.91364419469245,-0.573385494744687,41.28553601815088,86.0,5741.64312911877,-5632081948.58771,32.646,92.51271595810863,66626.25533677125,84.0
Zambia,2020,62.38,14.0108251571655,15.5572036359631,0.353596962406737,19.07364611187637,85.0,956.831363865706,-508975812.386544,55.371,81.54770679779597,16521.29849477092,96.0
Zimbabwe,2020,61.124,37.0602493286133,5.11894876614673,-0.0162717297747212,23.74297868892313,88.0,1372.69667433317,-478103357.040675,67.758,90.0173492431641,52473.3398858102,85.0
