Country,Date,life_exp,access_to_electricity,trade_in_services,foreign_investm,perc_overweigth,child_immunization,gdp_per_cap,net_primary_income,rural_population,primary_school_completion,armed_forces,measels_immunitization
Late-demographic dividend,2020,76.7229068157996,99.6027445246451,9.58702699793408,0.422125958255418,40.075211590848085,93.9670340469895,9706.84310332981,42795389.0489914,35.9111634584671,97.495979309082,10114237.945886843,95.2085537866911
Lithuania,2020,74.9780487804878,100.0,33.7953121615852,6.77190455592985,65.68837479404715,96.0,20339.5212699052,-1635177087.14086,31.954,103.634483337402,35712.69841269846,90.0
Luxembourg,2020,82.1439024390244,100.0,296.593330324805,138.695078450298,70.37980984793239,99.17130144605117,117370.496900162,-22890866439.0662,8.547,84.040657043457,1733.8235027774354,99.0
Latvia,2020,75.1853658536585,100.0,25.0166393685522,0.561142161171657,62.93959700726589,99.0,18207.1396408631,-8251224.69105061,31.685,98.3287582397461,5929.126984126982,99.0
"Macao SAR, China",2020,85.184,100.0,57.653638178003,6.61692578465139,37.71475299138376,99.23366703744904,37646.3161952623,4775093564.98229,0.0,103.1875,11168.520799124235,86.59577308120134
St. Martin (French part),2020,80.149,100.0,76.44742529880375,0.154412831869813,37.71475299138376,99.23366703744904,23072.511052888527,2636716724.6474,2.42700000000001,98.82117261864501,11168.520799124235,86.59577308120134
Morocco,2020,73.92,100.0,17.3113690754228,0.378495227141103,59.03753342516802,99.0,3258.12133789063,-1160180271.24926,36.468,100.088119506836,265671.77943921136,99.0
Monaco,2020,50.171,100.0,9.669536658134575,-0.09214511139042614,23.338708370472432,83.98769230769233,182538.638340211,-55554091.8941294,0.0,26.7441501617432,170848.88626299007,88.0
Moldova,2020,70.166,100.0,18.1910448776603,0.0480618002160156,55.90069416308779,95.0,4500.62446389838,393763236.787078,57.151,103.856201171875,5613.420634920709,84.0
Madagascar,2020,65.182,10.8984851837158,11.5738238206691,0.912492392887371,17.80760068065797,75.0,462.404223694817,-384449878.887333,61.466,70.85217537770586,21808.56398418396,50.0
