Country,Date,life_exp,access_to_electricity,trade_in_services,foreign_investm,perc_overweigth,child_immunization,gdp_per_cap,net_primary_income,rural_population,primary_school_completion,armed_forces,measels_immunitization
Antigua and Barbuda,2021,78.497,101.10694557625732,71.1393010339094,-0.246309778974029,42.66984577154756,74.83322209862808,15781.3957017982,-16525925.9259259,75.62,108.263801574707,111.86259819279803,85.0
Australia,2021,83.3,100.0,5.54803046771379,0.463883376265258,74.94725981146871,74.83322209862808,60443.1091649968,-17210239570.1172,13.638,78.6484985351563,52257.686740069184,93.0
Austria,2021,81.2390243902439,100.0,28.4181437986455,4.35861764886648,65.84538530102918,74.83322209862808,53637.7057109897,2159210710.07748,41.005,78.6484985351563,17447.262161654886,95.0
Azerbaijan,2021,69.366,100.0,17.7833741305245,0.14094458510172,54.51854522864164,95.0,5387.99797495383,-1138058823.52941,43.224,94.3292999267578,84768.2567049808,93.0
Burundi,2021,61.663,98.0660858154297,13.119567706322982,0.0407944936261879,14.357272506279855,95.0,221.477676223363,8128308.84788844,85.942,52.9452705383301,64849.02406692132,90.0
Belgium,2021,81.890243902439,100.0,46.008346332763,7.67158361679104,71.68771034221982,60.54634146341459,51247.0143531626,5497613509.30224,1.883,10.7066097259521,14937.950878510252,96.0
Benin,2021,59.821,18.79755332603395,8.41365565440921,0.250232372267278,22.228533614239723,88.0,1319.1549945174,454955070.402444,51.028,73.4704513549805,10845.360318149615,68.0
Burkina Faso,2021,59.27,0.0,9.98753837317553,-0.218462567979859,15.921319179969146,98.0,893.077155776863,-1019732221.49829,68.76,66.9678115844727,12691.021187118604,88.0
Bangladesh,2021,72.381,85.12201347932023,4.40597825308719,0.0199835217306454,17.91517705210265,99.0,2457.92487986361,21910166945.3413,61.054,121.917526245117,264508.8520612698,97.0
Bulgaria,2021,71.5146341463415,100.0,20.0639659906427,1.1044500642497,72.31548766982701,97.0,12221.4966064171,-2191448179.94921,23.975,95.50250772381499,26520.757970646024,89.0
Bahrain,2021,78.76,100.0549928509866,38.77219064582334,0.165587640806819,66.9139777975854,99.96985657564215,26562.9691354026,-2029569508.3357544,10.378,98.8987449613998,24036.2001524003,99.0
"Bahamas, The",2021,71.598,100.0,38.1425910669965,0.755431569509127,65.00714960970208,99.96985657564215,27478.3896289831,-734200000.0,16.635,94.39763838920187,924.2714596949954,82.0
Bosnia and Herzegovina,2021,75.3,100.0,12.8431957170475,0.351871615668999,62.81240310077533,95.0,7143.3105484321,-341436865.021771,50.575,86.3255004882813,0.0,68.0
Belarus,2021,72.3706829268293,100.0,23.4421393668997,-0.116096942249407,66.627034546093,98.0,7302.25779418774,-2638752117.22535,20.09,93.6314697265625,190330.39408866968,98.0
Belize,2021,70.47,97.5794957126468,36.8034138065628,0.0616967428115593,50.57929125138412,84.0,6228.26730928353,-77950000.0,53.799,106.741279602051,1472.9804198738857,79.0
Bermuda,2021,79.28,100.0,26.9838250212542,-0.367550919104049,21.970653377630015,81.50938605731574,114090.328338579,311319000.0,0.0,85.16500129845554,536.3944075714244,46.12921697323327
Bolivia,2021,63.63,89.0267045570281,6.15074360773592,0.226017764845812,56.289168895011244,78.0,3345.19658873831,-1039747903.50143,29.525,69.9329986572266,91618.05060131848,75.0
Brazil,2021,72.75,106.60134185044035,5.58866861619209,1.00929255934004,61.97737082354206,63.0,7507.16097080234,-43348885158.6831,12.683,97.2559585571289,872977.949442856,73.0
Barbados,2021,77.571,100.00233381845594,45.94651857431208,0.364680680457492,46.52564621991746,71.21959322583257,17225.4623044097,-96200000.0,68.754,98.4707565307617,685.8152505446624,77.0
Brunei Darussalam,2021,74.642,100.0,7.83370390383458,-0.36014292904556555,41.76034627123681,99.0,31449.0765620727,89650099.8669787,21.446,109.82895457227204,11020.701041402062,99.0
Bhutan,2021,71.815,100.0,6.23745191649156,0.0,25.40680928071731,99.0,3266.36490519183,-155639421.616868,56.992,89.8401031494141,3376.3017526034964,97.0
Botswana,2021,61.141,32.7576608960826,9.80946080627474,-0.30179851824723,33.02820138832635,98.0,6805.22127398897,-956715395.091681,28.44,118.87919796482765,11340.758246733865,97.0
Central African Republic,2021,53.895,0.0,25.913678196181195,0.3831071964406618,18.829171055830102,61.0,461.137490166508,171703798.905994,57.352,38.960127421658626,7696.1339793842635,41.0
Canada,2021,82.5966097560976,100.0,11.4123183597816,4.83198279067925,74.09828484995819,48.58171947167989,51987.9390529728,-14156094565.4975,18.347,32.2016716003418,62358.1107663085,90.0
Central Europe and the Baltics,2021,74.9324135685624,100.0,22.0938841412294,3.16294023641078,69.08454896795706,88.114742101675,18751.026511843,-1832449755.0245,37.3107736370569,96.88997101614662,424807.3708849177,87.4913915283458
Switzerland,2021,83.8512195121951,100.0,37.2042299172049,-0.0834635745315924,68.78949841990129,82.38527426433996,91991.6004583563,-11328419910.13916,26.004,109.5728455398098,24205.051451668085,95.0
Channel Islands,2021,81.232,100.0,0.0,2.997240344197934,34.36220727655791,82.38527426433996,0.0,50999327778.390625,68.988,40.18380814568536,31456.662411237834,69.00227370227367
Chile,2021,78.944,107.22219637430499,7.53653453389369,4.55885543968021,68.46878426923786,98.0,16265.0959767147,-18417769787.3946,12.183,40.18380814568536,117607.5028547449,92.0
China,2021,78.211,49.431123617590856,4.38025995447217,0.72198560999844,34.87959646706099,99.0,12556.3331200058,-161728950224.841,37.488,92.2392501831055,2725867.1908648163,99.0
Cote d'Ivoire,2021,58.598,42.24819839834754,6.90147129342094,0.407195926791166,24.979250736028916,93.0,2549.04129724734,-2112236527.21121,47.82,83.6106567382813,4374684.23319456,68.0
Cameroon,2021,60.333,24.95460658378329,8.69103933588915,0.15658699652994,26.3499419279907,77.0,1666.93273443122,-1031502854.57595,41.852,69.98367378424598,29203.938015678898,62.0
"Congo, Dem. Rep.",2021,59.193,0.0,7.43716793234459,0.347525468640343,18.061213299840574,67.0,577.209215199828,-3364094411.23078,53.765,65.78410672892346,160730.14536146075,55.0
"Congo, Rep.",2021,63.519,1.82021820545197,24.880719283944586,0.186362092309272,24.85721308375878,81.0,2290.38289133244,-583584520.207808,31.717,65.00418631407865,10907.764039037313,68.0
Colombia,2021,72.83,96.4154686960494,7.06275719228324,1.01145652408873,60.94472625124922,87.0,6104.1367093039,-5208636881.10549,18.26,117.37984068398964,563780.0409713835,86.0
Comoros,2021,63.417,84.63549506540858,19.4280747426959,-0.002052218744392209,19.392483051076283,96.0,1577.47102705052,6308483.97834578,70.387,54.1318511962891,0.0,82.0
Cabo Verde,2021,74.052,0.0,26.6432390521536,-0.0380345477338044,29.118337249817614,98.0,3293.23305430614,-37730426.8162513,32.898,119.6188334257331,519.502662674553,95.0
Costa Rica,2021,77.023,31.5254287719727,20.8966483698026,0.694780696276518,63.59497609594018,88.0,12472.4437294954,-4149908797.52674,18.575,104.660163879395,10795.625,89.0
Caribbean small states,2021,70.9962586746614,99.37437534846686,30.0414817490267,0.670318861507879,47.769455358071355,81.00999378764561,10063.6912979586,-40770807.0048745,48.2175891677984,90.5054481377647,16300.798588640653,85.252119242374
Cuba,2021,73.683,54.306342488420796,33.4918981954485,-0.1850594653575044,58.461885854738966,99.0,7437.908664040791,-1250346523.2496414,22.708,100.393699645996,23206.049629490823,99.0
Curacao,2021,70.02,100.0,50.728090963108,0.103866948376182,22.101137130972575,97.24473975636765,17717.5964802588,112843334.012152,10.962,66.6103820800781,262388.1238197256,76.03527536936508
Cayman Islands,2021,69.1921951219512,100.0,72.5371883511419,359.964371898909,22.101137130972575,97.24473975636765,86568.7696368603,-13351955.3072626,0.0,66.6103820800781,262388.1238197256,76.03527536936508
Cyprus,2021,81.203,100.0,122.256246245956,-135.990895334232,71.33562380142075,97.24473975636765,31551.81640625,-2400010693.08103,33.144,106.45570051241134,14113.805537177483,86.0
Czechia,2021,77.3731707317073,100.0,19.4637514936911,2.61160311648661,72.55978175728615,97.24473975636765,26821.2452279995,-12614350844.5517,25.786,98.63991997861595,1612.0042735040188,97.0
Germany,2021,80.9009756097561,100.0,18.9770402684594,4.5467880917908,69.04704102854998,98.0,51203.5544731043,151092709131.781,22.456,99.71474272237239,112340.53533368185,97.0
Djibouti,2021,62.305,100.0,46.6996591276252,0.492889822320939,34.76447343543202,61.0,3150.43672926335,-60341771.6533218,21.783,64.8124923706055,15610.75583388569,50.0
Dominica,2021,72.814,89.268173606928,37.39970775987,0.000232153526388601,59.779042757204934,89.0,7653.17187042868,1643666.66666667,28.605,101.818176269531,3266.2217447946896,92.0
Denmark,2021,81.4048780487805,100.0,43.6577579636178,8.20169214343652,67.99137833238774,82.89652378251355,68007.7566732954,13777070471.5172,11.76,101.24074357144055,14150.045598613098,95.0
Dominican Republic,2021,72.615,103.508170571949,13.2869705818629,0.1622393849248,59.29532993004341,99.0,8476.75215730978,-4706199999.65048,16.787,87.9816436767578,73284.2348510786,88.0
Algeria,2021,76.377,40.47475412638596,6.23226838902306,-0.0317582793016714,61.24839154039387,99.0,3690.62787797599,-3586480227.21013,25.739,110.72046362295077,387788.852690747,80.0
East Asia & Pacific (excluding high income),2021,75.5432912976843,98.2681579589844,5.06509920986282,0.810102028386402,32.103674591972094,87.4759451276032,9771.6482057467,-75709779.1798107,41.6253765386772,95.10072985562411,7155494.015217943,85.6053377394912
Early-demographic dividend,2021,68.4674029522051,86.77653367852463,9.69352147666443,0.594275331094394,31.059992568123675,84.456700810611,3703.90012266414,-75709779.1798107,53.7235687037311,98.07021662529473,12032549.50810039,83.0181777273415
East Asia & Pacific,2021,76.3939344484456,2.701179262165624,8.26350707692441,1.97645792205137,32.73974335542812,87.8570787096174,13041.7811855841,-75709779.1798107,38.5267249766756,95.25468681457845,8489851.103455512,86.2499373379896
Europe & Central Asia (excluding high income),2021,71.4331737887319,100.01112929167398,10.5701695294838,2.22675811657233,61.233202372179676,95.3710950269797,8758.93855271138,-75709779.1798107,31.8259758074968,99.4871180549284,2628223.443349749,95.3559089630569
Europe & Central Asia,2021,76.6315259826298,99.94936054553744,23.8168803760765,3.77160131854786,66.414797995566,89.04452363885127,27152.4712288326,-75709779.1798107,27.1775839678459,98.421364432531,4330927.549261063,94.0592580057895
Ecuador,2021,73.67,100.58912230350666,6.29345860229756,0.0,56.82612430111021,75.0,5965.13287054416,-1663613516.86531,35.639,112.04778569982045,48825.11414561962,65.0
"Egypt, Arab Rep.",2021,70.221,101.98050285616455,11.1403936374389,0.0908094937706986,59.48301056100286,97.0,3698.83498105861,-12399200000.0,57.138,108.01186714722417,977716.2814325616,96.0
Euro area,2021,81.7088115579718,100.0,26.5259264136686,3.66091403838344,69.86135221340851,64.15182454150136,42450.1537720293,-124052551.793835,22.300107430546,97.02652808114993,1288324.6047752053,94.2595345600934
Eritrea,2021,66.536,36.17066697273458,4.233875078904703,0.518791493386374,15.101391027199327,97.0,3903.88510722584,-124052551.793835,58.015,95.2899169921875,253552.10622710548,93.0
Spain,2021,83.1780487804878,100.0,13.5379743813358,1.6757876225119,73.1622234826998,55.93004926108392,30103.513733191,7490294383.72081,18.944,98.54530104045449,189572.22625923436,95.0
Estonia,2021,76.7414634146342,100.0,48.6767407421629,17.6665121875978,61.844974745428544,90.0,27943.701219882,-644948291.085261,30.585,101.63222288949532,6832.805145046521,89.0
Ethiopia,2021,64.975,100.0,10.8670668281608,-0.4133132741766019,13.876322826351213,68.0,925.077428048534,-557097930.864792,77.826,67.4191513061523,135100.72909286246,54.0
European Union,2021,80.3871306191596,100.0,26.4143716639012,3.90474700416513,69.74586466321944,5.726829268292931,38411.062779601,133853925.28074646,24.8024287218599,97.67179989645668,1648683.0496736616,92.7202005419847
Fragile and conflict affected situations,2021,61.2505901165685,100.0,10.0805889540487,0.396564819173351,31.01733818551429,74.3029011641968,1796.39629429673,133853925.28074646,55.9606828494785,71.53683810876612,3630300.82577195,63.4847438081001
Finland,2021,81.9341463414634,100.0,23.7382730887445,6.49474740711449,71.35681333225307,109.44729344729353,53654.7502964259,5518666286.82162,14.404,98.97706995673353,23781.42814546509,93.0
Fiji,2021,67.114,102.9377465232169,18.4655197694827,0.749543947583728,63.58117926694217,99.0,4646.6127232145,-250313918.670917,42.26,117.013519287109,3527.728462413452,96.0
France,2021,82.3243902439024,100.0,18.8874832931521,2.60295918005689,70.29414147962075,83.11275314723592,43658.9789781222,87300427767.4405,18.758,96.8845672607422,252449.91559452564,92.0
Faroe Islands,2021,83.4975609756098,100.0,7.768067929599624,0.353758868497819,42.51357264403214,79.73672687465792,69010.3098011151,91711599.9427399,57.417,93.6467514038086,649774.5366368107,36.56275303643724
"Micronesia, Fed. Sts.",2021,70.71,100.0,12.8282569332811,0.353758868497819,75.39376603732808,59.0,3571.33676887856,41100000.0,76.932,88.435661315918,649774.5366368107,64.0
Gabon,2021,65.821,39.0998687744141,8.099519321090611,1.3773530935370815,36.76263944034804,86.0,8635.32569443437,-3164511771.49984,9.577,93.4216003417969,6590.341233743966,64.0
United Kingdom,2021,80.7,100.0,22.8282371645851,5.13933466590331,72.2578991437756,88.32204502814258,46510.2827819127,-13681033685.7378,15.848,61.1177711486816,113366.55939746648,91.0
Georgia,2021,71.694,100.0,23.4527960745651,1.86554253149626,56.75472814196587,96.0,5023.27437961979,-1169455695.81647,40.128,90.7190780639648,31550.080382580345,90.0
Ghana,2021,63.795,73.44390708946867,27.7236096958578,0.256339673023435,22.755884180104204,99.0,2363.29929621422,-1956935079.39922,42.015,92.92400358393638,15624.000639956095,94.0
Gibraltar,2021,79.329,100.0,3.732049212175184,-0.3251112188996963,4.9117548550900665,50.01754385964932,255.830918237583,-18309859.1549296,0.0,117.594650268555,5074.159486206656,19.72973556978104
Guinea,2021,58.892,100.0,7.41240058577741,-0.0193887355088704,19.378340491046174,72.0,1189.17599946631,-1874796396.01086,62.736,65.17036103196006,13961.289511576353,47.0
"Gambia, The",2021,62.083,33.568299518404274,10.9233057523121,-0.166127461873554,25.259292871998582,81.0,772.152395143237,-51250359.3321472,36.778,85.1663818359375,1484.4440381231034,79.0
Guinea-Bissau,2021,59.652,0.0,12.4091105292357,0.0577806782413581,22.755832860654095,34.0,795.118569260485,2310487.22284844,55.383,22.265100479126,4654.8460867356625,63.0
Equatorial Guinea,2021,60.594,2.07723045349121,14.197365197693273,-0.022330721692106925,19.65829619425756,85.0,7506.66752306086,-3121630617.74578,26.439,6.92883014678955,1236.7023975498814,53.0
Greece,2021,80.1829268292683,100.0,31.3462087931442,0.571462872953447,72.16072711557672,61.229018492176465,20192.5963039061,-938759907.953473,19.962,96.96338942608662,131597.18576271925,97.0
Grenada,2021,74.936,100.0,52.5511051774096,-0.499422812036334,46.011611700834465,95.0,9010.57224466261,-65976962.962963,63.306,94.8893966674805,238878.72513831966,83.0
Greenland,2021,71.1475609756098,100.0,21.871723293803143,-0.26953400638356584,16.24857791102818,95.0,53078.57449044939,-201904615.58185482,12.493,96.4370498657227,238878.72513831966,48.278236397748515
Guatemala,2021,69.237,96.70744336635198,8.13195123450308,0.358205914876506,54.58735110606926,84.0,5025.5422907779,-1909338255.06827,47.755,87.2322769165039,41882.55350023744,81.0
